Year,Rank,Title,Artist,First Feature,Second Feature,Genres,Duration,Popularity,Spotify ID
2006,1,Bad Day,Daniel Powter,,,,3:53,71.0,0mUyMawtxj1CJ76kn9gIZK
2006,2,Temperature,Sean Paul,,,,3:38,78.0,0k2GOhqsrxDTAbFFSdNJjT
2006,3,Promiscuous,Nelly Furtado,Timbaland,,,4:02,83.0,2gam98EZKrF9XuOkU13ApN
2006,4,You're Beautiful,James Blunt,,,,3:29,73.0,0vg4WnUWvze6pBOJDTq99k
2006,5,Hips Don't Lie (feat. Wyclef Jean),Shakira,Wyclef Jean,,,3:38,84.0,3ZFTkvIE7kyPt6Nu3PEa7V
2006,6,Unwritten,Natasha Bedingfield,,,,4:19,84.0,3U5JVgI2x4rDyHGObzJfNf
2006,7,Crazy,Gnarls Barkley,,,,3:02,69.0,6o1l9I0faXJN2iqulHrdCQ
2006,8,Ridin',Chamillionaire,Krayzie Bone,,,5:03,66.0,3kZoay4ANo86ehb6s4RwS9
2006,9,SexyBack (feat. Timbaland),Justin Timberlake,Timbaland,,,4:02,79.0,0O45fw2L5vsWpdsOdXwNAR
2006,10,Check On It (feat. Bun B & Slim Thug),Beyoncé,Bun B,Slim Thug,,3:30,58.0,2RWxrpsFshOBFwRBRstUlQ
2006,11,Be Without You - Kendu Mix,Mary J. Blige,,,,4:06,66.0,6Y3WvyUG9iE5bQYg38SPtQ
2006,12,Grillz,Nelly,Paul Wall,Ali & Gipp,,4:31,62.0,0l7DPAKQVayEz9FXC9di2e
2006,13,Over My Head (Cable Car),The Fray,,,,3:56,68.0,1N62wozuHCvczCkY4QidpP
2006,14,Me & U,Cassie,,,,3:12,74.0,7k6IzwMGpxnRghE7YosnXT
2006,15,Buttons,The Pussycat Dolls,,,,3:45,64.0,3BxWKCI06eQ5Od8TY2JBeA
2006,16,Run It! (feat. Juelz Santana),Chris Brown,Juelz Santana,,,3:49,74.0,7xYnUQigPoIDAMPVK79NEq
2006,17,So Sick,Ne-Yo,,,,3:27,77.0,6brl7bwOHmGFkNw3MBqssT
2006,18,It's Goin' Down (feat. Nitti),Yung Joc,NITTI,,,4:01,63.0,05Sgj1Hx03ZXc57gsV1kfX
2006,19,SOS,Rihanna,,,,3:58,76.0,30cSNer6TV8x2utjULVeQ5
2006,20,I Write Sins Not Tragedies,Panic! At The Disco,,,,3:06,70.0,4bPQs0PHn4xbipzdPfn6du
2006,21,Move Along,The All-American Rejects,,,,3:58,67.0,2l57cfmCnOkwNX1tky02n1
2006,22,London Bridge,Fergie,,,,4:01,63.0,7jRoWfRlLnGYEIEn4t4kbq
2006,23,Dani California,Red Hot Chili Peppers,,,,4:42,75.0,10Nmj3JCNoMeBQ87uw5j8k
2006,24,Snap Yo Fingers,Lil Jon,E-40,Sean Paul,,4:34,66.0,6o3s08kk2fQI37vxGZDrJ1
2006,25,"Lean Wit It, Rock Wit It",Dem Franchize Boyz,Peanut,Charlay,,3:49,57.0,7cVmKBwzPsh4Fmb6SplfEm
2006,26,What Hurts The Most,Rascal Flatts,,,,3:34,68.0,4bVuIlGQBMWS7vIhcx8Ae4
2006,27,How to Save a Life,The Fray,,,,4:22,80.0,5fVZC9GiM4e8vu99W0Xf6J
2006,28,Unfaithful,Rihanna,,,,3:46,68.0,13xxBnXOuiBxVxJI458B0i
2006,29,Chasing Cars,Snow Patrol,,,,4:27,80.0,5hnyJvgoWiQUYZttV4wXy6
2006,30,Lips Of An Angel,Hinder,,,,4:21,73.0,40LQiUUUKXVGyNs09lHVjW
2006,31,Everytime We Touch,Cascada,,,,3:17,73.0,5YJtMNWKe55yr49cyJgxva
2006,32,Ain't No Other Man,Christina Aguilera,,,,3:48,59.0,7huo2wvrCgRucUsjdSDLQV
2006,33,"Dance, Dance",Fall Out Boy,,,,3:00,75.0,0a7BloCiNzLDD9qSQHh5m7
2006,34,Gold Digger,Kanye West,Jamie Foxx,,,3:27,78.0,1PS1QMdUqOal0ai3Gt7sDQ
2006,35,Money Maker,Ludacris,Pharrell Williams,,,3:50,56.0,2JpUkUR0OsOlUUfm6iS8ic
2006,36,Ms. New Booty,Bubba Sparxxx,Ying Yang Twins,Mr. Collipark,,4:12,58.0,0k6HUzaRHpQ3eEWr1C7Esh
2006,37,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,Sean Paul,Keyshia Cole,,,4:03,50.0,6k8uthjEbttfWXcGaNTQGD
2006,38,Photograph - 2020 Remaster,Nickelback,,,,4:18,66.0,3bYrSlgvWacP1LZV44pfzp
2006,39,Because of You,Kelly Clarkson,,,,3:39,65.0,3f3omU8n47Mqyab5nCaGyT
2006,40,Stickwitu,The Pussycat Dolls,,,,3:27,59.0,4NjR63Up0uMkQBlKvlZd1l
2006,41,I'm N Luv (Wit a Stripper) (feat. Mike Jones),T-Pain,Mike Jones,,,3:59,63.0,2QurCbkPO14pjrikPNja0h
2006,42,My Humps,Black Eyed Peas,,,,5:26,64.0,19JdbdEwQI7bCxefMokZO8
2006,43,Where'd You Go (feat. Holly Brook & Jonah Matranga),Fort Minor,Holly Brook,Jonah Matranga,,3:51,52.0,7pAT4dOUzjq8Ziap5ShIqC
2006,44,Yo (Excuse Me Miss),Chris Brown,,,,3:49,72.0,7DFnq8FYhHMCylykf6ZCxA
2006,45,Walk Away,Kelly Clarkson,,,,3:09,45.0,25sA1vM4BFkTb5cJGWftFo
2006,46,Laffy Taffy,D4L,,,,3:44,65.0,2ajhenDRiiAnCHHjsIOHhJ
2006,47,What You Know,T.I.,,,,4:34,63.0,0CAJdthKDdRjB2h8YOguN6
2006,48,Dirty Little Secret,The All-American Rejects,,,,3:13,69.0,5lDriBxJd22IhOH9zTcFrV
2006,49,Savin' Me - 2020 Remaster,Nickelback,,,,3:39,71.0,2BoWXJfClbDQkZCZsE0Ru7
2006,50,Don't Forget About Us - Radio Edit,Mariah Carey,,,,3:53,56.0,1HkVSmzBbdZ5Bzdd00IZgh
2006,51,Sexy Love,Ne-Yo,,,,3:40,69.0,10aWGOqSDBqvNzJ9NeKDbK
2006,52,U and Dat (feat. T. Pain & Kandi Girl),E-40,T-Pain,Kandi Girl,,3:22,60.0,7g7M96UGiA7OR79H86gV4m
2006,53,Far Away,Nickelback,,,,3:58,67.0,0ADZ5dmXhlfzjMw6lefoPl
2006,54,What's Left Of Me,Nick Lachey,,,,4:04,44.0,1bPqAXwNiVcM6zjJU1Z4Cd
2006,55,So What,Field Mob,Ciara,,,3:36,54.0,0Uc706myy6Th7I6KQ9xA1x
2006,56,Do It To It,ACRAZE,Cherish,,,2:37,75.0,20on25jryn53hWghthWWW3
2006,57,Black Horse And The Cherry Tree,KT Tunstall,,,,2:52,61.0,0qAMjeQFyd1qD0LDiV8gWp
2006,58,There It Go (The Whistle Song),Juelz Santana,,,,3:00,59.0,0f7gbjwkZOs9loj2fr0lGH
2006,59,Shoulder Lean (feat. T.I.),Young Dro,T.I.,,,4:18,55.0,2OqYarizUUGzSSNHPrDEii
2006,60,Unpredictable (feat. Ludacris) - Main,Jamie Foxx,Ludacris,,,3:39,50.0,3UNrtRxBBlWE70SjxnOo02
2006,61,My Love (feat. T.I.),Justin Timberlake,T.I.,,,4:36,77.0,4NeOWqHmlrGRuBvsLJC9rL
2006,62,Shake That,Eminem,Nate Dogg,,,4:34,71.0,0fGh0trRN1xz3s41r7V5ce
2006,63,Pullin' Me Back,Chingy,Tyrese,,,3:54,61.0,5hF2LnbkpnXCkksMSeWcxZ
2006,64,Bossy Featuring Too $hort (feat. Too $hort),Kelis,Too $hort,,,4:34,49.0,0Eu5SrReZzaJX0NLKI8tQS
2006,65,Chain Hang Low,Jibbs,,,,3:27,54.0,0tYPj0NYa7vjlJaqlRSnJb
2006,66,Smack That,Akon,Eminem,,,3:32,82.0,2kQuhkFX7uSVepCD3h29g5
2006,67,One Wish,Ray J,,,,5:37,64.0,2TFsx3B0hLSSTambrudXs3
2006,68,"Sugar, We're Goin Down",Fall Out Boy,,,,3:49,76.0,2TfSHkHiFO4gRztVIkggkE
2006,69,Gimme That,Chris Brown,,,,3:06,65.0,53ETzLQQKFCzykRbqWb1ph
2006,70,"I Know You See It (feat. Brandy ""Ms. B"" Hambrick)",Yung Joc,"Brandy ""Ms. B"" Hambrick",,,4:01,53.0,6giYNaycmjkbf7UmZ6RGtL
2006,71,Who Says You Can't Go Home,Bon Jovi,Jennifer Nettles,,,3:50,53.0,5439qJTu5mVH9aeriwp03u
2006,72,Too Little Too Late,JoJo,,,,3:41,70.0,6BxGP8hwjuKKka0J7vvtEd
2006,73,Touch It,Busta Rhymes,,,,3:34,55.0,3HVJbdz0V402U5YggQK4Ao
2006,74,Rompe,Daddy Yankee,,,,3:08,73.0,4Xtlw8oXkIOvzV7crUBKeZ
2006,75,Deja Vu (feat. JAY-Z),Beyoncé,JAY-Z,,,4:00,59.0,423EcxblW9F4nnQkqcqMlK
2006,76,Life is a Highway,Rascal Flatts,,,,4:36,70.0,2Fs18NaCDuluPG1DHGw1XG
2006,77,Call Me When You're Sober,Evanescence,,,,3:34,68.0,663Karu2rvKLdnY0eo1n3M
2006,78,"Jesus, Take the Wheel",Carrie Underwood,,,,3:46,59.0,3lec3CzDPAxsZokPph5w87
2006,79,Show Stopper,Danity Kane,,,,3:49,51.0,5FRIqUXfTazrtRmYEGO4G0
2006,80,Get Up (feat. Chamillionaire),Ciara,Chamillionaire,,,4:21,62.0,3rKCDtV8UcF0RytSiXxypc
2006,81,We Be Burnin',Sean Paul,,,,3:35,62.0,4kOTDj4SiZPkW1p96WMDNv
2006,82,Hate Me,Blue October,,,,6:20,57.0,1tL40tfdtUaSLek4DvDDr3
2006,83,You And Me,Lifehouse,,,,3:15,73.0,0815caqt2Lytro5EIzMufT
2006,84,Beep,The Pussycat Dolls,will.i.am,,,3:49,48.0,5TXNLJ2EENAt3Tf9MX4kT2
2006,85,I Think They Like Me - Remix,Dem Franchize Boyz,Jermaine Dupri,Da Brat,,4:42,46.0,5a4AQWs84xeEyYUd1iC2Pn
2006,86,Say Goodbye,Chris Brown,,,,4:49,68.0,5F7IJrXD6Fa3EmqoYE0gU4
2006,87,Waiting On the World to Change,John Mayer,,,,3:21,72.0,5imShWWzwqfAJ9gXFpGAQh
2006,88,Soul Survivor,Jeezy,Akon,,,4:40,63.0,0Ss50OU9tCozI7JIywkv14
2006,89,Pump It,Black Eyed Peas,,,,3:33,67.0,6btyEL6NwUa97Nex9cZFvo
2006,90,When I'm Gone,Eminem,,,,4:41,60.0,2lRI7n5b9jlPYsEpRuots6
2006,91,Hung Up,Madonna,,,,5:37,75.0,3850dYVgOFIXJh5U4BFEWH
2006,92,Stay Fly,Three 6 Mafia,,,,3:56,66.0,5MYFw4T2gy52pOGBN4EYHS
2006,93,Love,Keyshia Cole,,,,4:15,79.0,0W4NhJhcqKCqEP2GIpDCDq
2006,94,When You're Mad,Ne-Yo,,,,3:42,55.0,5FXOEdfNW7nYQrBWtW49Cl
2006,95,Why You Wanna,T.I.,,,,3:35,53.0,1g0oI97rPdYuWDIpkbtQdv
2006,96,Stupid Girls,P!nk,,,,3:17,53.0,1Ab6RxeKl3e07zP7Get7CX
2006,97,Feel Good Inc.,Gorillaz,,,,3:42,85.0,0d28khcov6AiegSCpG5TuT
2006,98,I'm Sprung,T-Pain,,,,3:51,71.0,0DLOyyQvwPTSDKuhpzMMwA
2006,99,Do I Make You Proud,Taylor Hicks,,,,4:08,22.0,2jv9Ppwz9u3lqWfXV0q2sW
2006,100,For You I Will (Confidence),Teddy Geiger,,,,3:48,,
2007,1,Irreplaceable,Beyoncé,,,,3:47,70.0,6RX5iL93VZ5fKmyvNXvF1r
2007,2,Umbrella,Rihanna,JAY-Z,,,4:35,70.0,2yPoXCs7BSIUrucMdK5PzV
2007,3,The Sweet Escape,Gwen Stefani,Akon,,,4:06,72.0,66ZcOcouenzZEnzTJvoFmH
2007,4,Big Girls Don't Cry (Personal),Fergie,,,,4:28,64.0,4AniPkv5vgdE1n6VKreiyI
2007,5,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain,Yung Joc,,,3:47,75.0,1tkMs9wDPknQ3ZHcKDw1ES
2007,6,Before He Cheats,Carrie Underwood,,,,3:19,75.0,0ZUo4YjG4saFnEJhdWp9Bt
2007,7,Hey There Delilah,Plain White T's,,,,3:52,76.0,4RCWB3V8V0dignt99LZ8vH
2007,8,I Wanna Love You,Akon,Snoop Dogg,,,4:07,73.0,0CXVjQI9wsqaGeIARkkpYc
2007,9,Say It Right,Nelly Furtado,,,,3:43,79.0,2aI21FnmY7TJVKeMaoQZ0t
2007,10,Glamorous,Fergie,Ludacris,,,4:06,68.0,4KTtYhxFtFL7mBwnjkKfLm
2007,11,Don't Matter,Akon,,,,4:53,73.0,7I6DceMT3utDOHjcYCbrr4
2007,12,Girlfriend,Avril Lavigne,,,,3:36,73.0,45hOioMDJktr86iKDHC8gr
2007,13,Makes Me Wonder,Maroon 5,,,,3:31,56.0,1lHXlGlve5Zx8tXLhyjDwM
2007,14,Party Like A Rock Star,SHOP BOYZ,,,,4:13,62.0,1IYaMVfidzSfvCUZYXhsU1
2007,15,Smack That,Akon,Eminem,,,3:32,82.0,2kQuhkFX7uSVepCD3h29g5
2007,16,This Is Why I'm Hot,MiMS,,,,4:13,56.0,0AA6zq5ArZ1sSH7VIMi4NK
2007,17,It's Not Over,Daughtry,,,,3:35,64.0,234RqTZmnDTnxWlVciXHLD
2007,18,The Way I Are,Timbaland,Keri Hilson,D.O.E.,,2:59,81.0,2bLqfJjuC5syrsgDsZfGmn
2007,19,Fergalicious,Fergie,will.i.am,,,4:52,65.0,1D066zixBwqFYqBhKgdPzp
2007,20,Crank That (Soulja Boy),Soulja Boy,,,,3:41,74.0,66TRwr5uJwPt15mfFkzhbi
2007,21,Give It To Me,Timbaland,Justin Timberlake,Nelly Furtado,,3:54,74.0,0wbDgMuAoy7O7pL3a69uZx
2007,22,What Goes Around.../...Comes Around (Interlude),Justin Timberlake,,,,7:28,71.0,3pD0f7hSJg2XdQ6udw5Tey
2007,23,Cupid's Chokehold / Breakfast in America,Gym Class Heroes,,,,4:03,73.0,2Lhdl74nwwVGOE2Gv35QuK
2007,24,How to Save a Life,The Fray,,,,4:22,80.0,5fVZC9GiM4e8vu99W0Xf6J
2007,25,Home,Daughtry,,,,4:15,57.0,2mobr1UlKjhxDTOVqng3jw
2007,26,My Love (feat. T.I.),Justin Timberlake,T.I.,,,4:36,77.0,4NeOWqHmlrGRuBvsLJC9rL
2007,27,Stronger,Kanye West,,,,5:11,79.0,0j2T0R9dR9qdJYsB7ciXhf
2007,28,We Fly High,Jim Jones,,,,3:56,50.0,42iB9FGhrqTXFQtE2Mypxl
2007,29,U + Ur Hand,P!nk,,,,3:34,63.0,1iOJQhxKSJ7dg3Dk03yPnl
2007,30,Walk It Out,Unk,,,,2:53,59.0,0JPntF36B28bSTUkjplyNd
2007,31,Beautiful Girls,Sean Kingston,,,,3:45,78.0,1hGy2eLcmC8eKx7qr1tOqx
2007,32,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,,,,3:32,69.0,1oagRT7LfpVlNJN6FSZDGp
2007,33,Bartender (feat. Akon),T-Pain,Akon,,,3:58,74.0,1RGIjMFMgJxkZHMDXVYzOJ
2007,34,"Pop, Lock & Drop It - Video Edit",Huey,,,,4:21,55.0,6DbqCKweKwVkHgRv1CI53D
2007,35,Runaway Love,Ludacris,Mary J. Blige,,,4:40,47.0,3QnEp4rluCxUwgpXT43jmC
2007,36,Rockstar - 2020 Remaster,Nickelback,,,,4:15,70.0,05tlUh0E6IFks9sCQguQKN
2007,37,Thnks fr th Mmrs,Fall Out Boy,,,,3:23,77.0,3Zwu2K0Qa5sT6teCCHPShP
2007,38,What I've Done,Linkin Park,,,,3:25,80.0,18lR4BzEs7e3qzc0KVkTpU
2007,39,Summer Love,Justin Timberlake,,,,4:12,65.0,1MBM7CyZbwJpVbbZJnHHRg
2007,40,You,Lloyd,Lil Wayne,,,4:33,75.0,5Y77SQxEr1eiofPeUTPHxM
2007,41,Wait for You,Elliott Yamin,,,,4:21,56.0,0U969xYNlAyfzi8P1TaO7u
2007,42,Last Night,Keyshia Cole,Diddy,,,4:15,53.0,3Cn1FSSTXeQ7hCfrbizrD0
2007,43,Make It Rain,Fat Joe,Lil Wayne,,,4:07,57.0,4JPCdSaqs9dJd7RatFSHww
2007,44,Make Me Better,Fabolous,Ne-Yo,,,4:13,57.0,0YkJU6TjjwzsVXUPRIO0DB
2007,45,Ice Box,Omarion,,,,4:16,57.0,5qhlC4Rzals34zxovrPzKp
2007,46,Lips Of An Angel,Hinder,,,,4:21,73.0,40LQiUUUKXVGyNs09lHVjW
2007,47,Waiting On the World to Change,John Mayer,,,,3:21,72.0,5imShWWzwqfAJ9gXFpGAQh
2007,48,Lost Without U,Robin Thicke,,,,4:14,63.0,4V2F0DZrAXOWq9hkwMMG3x
2007,49,I'm a Flirt Remix (feat. T.I. & T-Pain),R. Kelly,T.I.,T-Pain,,5:30,57.0,6w1DBbA8akxHPiBQ6nAyJq
2007,50,If Everyone Cared - 2020 Remaster,Nickelback,,,,3:37,61.0,0SRqIW98aSU2w3pAdKUMGB
2007,51,Get It Shawty,Lloyd,,,,3:29,63.0,2a03afRiyAbNAleOByVju4
2007,52,Face Down,The Red Jumpsuit Apparatus,,,,3:12,74.0,4wzjNqjKAKDU82e8uMhzmr
2007,53,The Way I Live,Baby Boy Da Prince,Boosie Badazz,,,5:24,54.0,68Zq7PMcPIQE8ol1x3gAqw
2007,54,Shortie Like Mine (feat. Chris Brown & Johntá Austin),Bow Wow,Chris Brown,Johnta Austin,,4:28,60.0,6oUGAx0vkBcnGzYkvw0ZsA
2007,55,It Ends Tonight,The All-American Rejects,,,,4:04,57.0,1FMHNVeJ9s1x1l1WlaRs2I
2007,56,A Bay Bay - Single Version,Hurricane Chris,,,,4:17,51.0,2oWbOh3tLluqTdYL5OEDvs
2007,57,Because Of You,Ne-Yo,,,,4:26,74.0,6CFPFnS9EcLs2I0nWqtWci
2007,58,I Tried,Bone Thugs-N-Harmony,Akon,,,4:47,60.0,2elA6JLRaQ6iB7hxiuTKN4
2007,59,Welcome to the Black Parade,My Chemical Romance,,,,5:11,76.0,5wQnmLuC1W7ATsArWACrgW
2007,60,Shawty (feat. T Pain),Plies,T-Pain,,,4:15,59.0,0mYoKqA23wUUj7BTEgNzjg
2007,61,Chasing Cars,Snow Patrol,,,,4:27,80.0,5hnyJvgoWiQUYZttV4wXy6
2007,62,Beautiful Liar,Beyoncé,Shakira,,,3:19,67.0,2HWWNoWEEEECwZhAiLg7ib
2007,63,SexyBack (feat. Timbaland),Justin Timberlake,Timbaland,,,4:02,79.0,0O45fw2L5vsWpdsOdXwNAR
2007,64,Keep Holding On,Avril Lavigne,,,,3:59,60.0,4UPcXTh26ilb7owtuyHqNI
2007,65,Let It Go,Keyshia Cole,Missy Elliott,Lil' Kim,,3:58,63.0,2RqZFOLOnzVmHUX7ZMcaES
2007,66,Apologize,Timbaland,OneRepublic,,,3:04,72.0,6ucR4KfvsBFWCMVFDvyKKl
2007,67,Bubbly,Colbie Caillat,,,,3:16,65.0,0rFOs9paloAvEtzwDX1Kmc
2007,68,Like a Boy,Ciara,,,,3:57,63.0,358bOvBiZCS9fRzNYosw6c
2007,69,Who Knew - Edit,P!nk,,,,3:28,75.0,2hns6Dv29Yrg68AVTJiAyA
2007,70,Never Again,Kelly Clarkson,,,,3:37,42.0,24y3tSyLdRbpVsKhQrR2oj
2007,71,Promise,Ciara,,,,4:27,59.0,1pLdjo3lOBbMaoR4ZpybFH
2007,72,Bed,J. Holiday,,,,4:35,64.0,6TlRNJaezOdzdECnQeRuMM
2007,73,Throw Some D's,Rich Boy,Polow Da Don,,,4:23,56.0,6SmPPtaMnfxgz5duA6t9Cu
2007,74,Rehab,Amy Winehouse,,,,3:34,73.0,3N4DI1vuTSX1tz7fa2NQZw
2007,75,Big Things Poppin' (Do It) - Instrumental,T.I.,,,,4:49,19.0,0eMdAjfAfGS1AoeXgiyGXP
2007,76,No One,Alicia Keys,,,,4:14,75.0,0mZ5GyrHG908lqrHaTw4hi
2007,77,The Great Escape,BOYS LIKE GIRLS,,,,3:26,59.0,56Tl3UgyZTqfZtvFNS31wm
2007,78,2 Step,Unk,,,,3:15,45.0,3rALMatm3fRoubDlouWRpi
2007,79,Walk Away (Remember Me) (feat. The DEY),Paula DeAnda,The DEY,,,3:58,51.0,0Sc9UwBpChiRKRF8DKvWKZ
2007,80,Go Getta,Jeezy,R. Kelly,,,3:49,48.0,03b1NUHnoavfpLLKcEMfIb
2007,81,Here (In Your Arms),Hellogoodbye,,,,4:00,56.0,1GV98LUEVk1U3LWAkX2Apw
2007,82,On the Hotline - Amended Version,Pretty Ricky,,,,4:02,57.0,1zyqZONW985Cs4osz9wlsu
2007,83,Wind It Up,Gwen Stefani,,,,3:09,50.0,1GeECVH4Msg1zLm8DExkbH
2007,84,Cyclone (feat. T-Pain) - Main,Baby Bash,T-Pain,,,3:42,63.0,0x1LCpY9Rgeq97VPajm81B
2007,85,Break It Off,Rihanna,Sean Paul,,,3:33,49.0,4PgtB6Sul8WDTRZCe5e8St
2007,86,First Time,Lifehouse,,,,3:23,51.0,40Fp6pxcS9l08kL1R50mR4
2007,87,Ayo Technology,50 Cent,Justin Timberlake,Timbaland,,4:07,57.0,36Hwcla06Q5BCr59CL0sBp
2007,88,Outta My System (feat. T-Pain & Johntá Austin),Bow Wow,T-Pain,Johnta Austin,,3:58,54.0,3LGeYNY9aWQuBJovOOowqm
2007,89,Teardrops On My Guitar - Radio Single Remix,Taylor Swift,,,,3:23,59.0,7zMcNqs55Mxer82bvZFkpg
2007,90,Shut Up And Drive,Rihanna,,,,3:32,64.0,4QdX6pmNnJ5cleufWQIr5D
2007,91,Snow (Hey Oh),Red Hot Chili Peppers,,,,5:34,76.0,2aibwv5hGXSgw7Yru8IYTO
2007,92,Money Maker,Ludacris,Pharrell Williams,,,3:50,56.0,2JpUkUR0OsOlUUfm6iS8ic
2007,93,Kiss Kiss (feat. T-Pain),Chris Brown,T-Pain,,,4:10,72.0,3wKKkGVn7cVSfgPeYYIiXG
2007,94,Far Away,Nickelback,,,,3:58,67.0,0ADZ5dmXhlfzjMw6lefoPl
2007,95,Rock Yo Hips,Crime Mob,,,,3:46,57.0,76dZuMVXjIyLPRLv00skGd
2007,96,LoveStoned / I Think She Knows (Interlude),Justin Timberlake,,,,7:24,55.0,5iyE2d4U3Vc5cqY9mPTlpy
2007,97,Better Than Me,Hinder,,,,3:43,61.0,10fddGyyeUquZZ2uPTjD7P
2007,98,Paralyzer,Finger Eleven,,,,3:28,74.0,28IEbk5a7twNTbUEvWslUb
2007,99,"That's My N**** (with Meek Mill, YG & Snoop Dogg)",Meek Mill,YG,Snoop Dogg,,3:19,62.0,3i1B1PnsfnOQPGVIzhf1lr
2007,100,Same Girl (with Usher),R. Kelly,USHER,,,4:12,59.0,6OSmeoh8kXhCfz9WqvzDoJ
2008,1,Low (feat. T-Pain),Flo Rida,T-Pain,,,3:51,79.0,0CAfXk7DXMnon4gLudAp7J
2008,2,Bleeding Love,Leona Lewis,,,,4:22,77.0,7wZUrN8oemZfsEd1CGkbXE
2008,3,No One,Alicia Keys,,,,4:14,75.0,0mZ5GyrHG908lqrHaTw4hi
2008,4,Lollipop,Lil Wayne,Static Major,,,4:59,65.0,1pm7lQGl6mvKWDxesZTVFp
2008,5,Apologize,Timbaland,OneRepublic,,,3:04,72.0,6ucR4KfvsBFWCMVFDvyKKl
2008,6,No Air (feat. Chris Brown),Jordin Sparks,Chris Brown,,,4:24,71.0,1jUA4rb6ZCv4gby4YU53xq
2008,7,Love Song,Sara Bareilles,,,,4:18,72.0,4E6cwWJWZw2zWf7VFbH7wf
2008,8,Love in This Club (feat. Young Jeezy),USHER,Jeezy,,,4:19,73.0,5j0McHPthKpOXRr3fBq8M0
2008,9,With You,Chris Brown,,,,4:12,76.0,5Lgcn7u07bHuqbOtXkN62u
2008,10,Forever,Chris Brown,,,,4:38,78.0,3NZJlJemX3mzjf56MqC5ML
2008,11,Sexy Can I,Ray J,Yung Berg,,,3:24,61.0,1LnATvtXXioQNPeKTT4x9T
2008,12,Take A Bow,Rihanna,,,,3:49,73.0,3goSVuTt3fDYDP6kRnFwuL
2008,13,Viva La Vida,Coldplay,,,,4:02,86.0,1mea3bSkSGXuIRvnydlB5b
2008,14,I Kissed A Girl,Katy Perry,,,,2:59,68.0,005lwxGU1tms6HGELIcUv9
2008,15,Whatever You Like,T.I.,,,,4:09,73.0,1IAzD1muglOxOcPbUHs70R
2008,16,Disturbia,Rihanna,,,,3:58,77.0,2VOomzT6VavJOGBeySqaMc
2008,17,Don't Stop The Music,Rihanna,,,,4:27,70.0,1Jo0Zg7XlrA6z0mFTZVdkn
2008,18,Pocketful of Sunshine,Natasha Bedingfield,,,,3:22,74.0,1uigwk5hNV84zRd5YQQRTk
2008,19,Kiss Kiss (feat. T-Pain),Chris Brown,T-Pain,,,4:10,72.0,3wKKkGVn7cVSfgPeYYIiXG
2008,20,Closer,Ne-Yo,,,,3:54,65.0,2XbfY2O2v3xwedUJ0J2kkr
2008,21,Bubbly,Colbie Caillat,,,,3:16,65.0,0rFOs9paloAvEtzwDX1Kmc
2008,22,Touch My Body,Mariah Carey,,,,3:24,70.0,2aEuXA1KswHlCGPOuPmCOW
2008,23,4 Minutes (feat. Justin Timberlake & Timbaland),Madonna,Justin Timberlake,Timbaland,,3:09,73.0,1oHClQEgDmmbcEx12Kc5nZ
2008,24,So What,P!nk,,,,3:35,75.0,0JiY190vktuhSGN6aqJdrt
2008,25,Paralyzer,Finger Eleven,,,,3:28,74.0,28IEbk5a7twNTbUEvWslUb
2008,26,Clumsy,Fergie,,,,4:00,60.0,50xeLNGKmskmYUSINhqvfa
2008,27,I'm Yours,Jason Mraz,,,,4:02,79.0,3S0OXQeoh0w6AY8WQVckRW
2008,28,Leavin',Jesse McCartney,,,,3:36,59.0,20ORwCJusz4KS2PbTPVNKo
2008,29,Dangerous,Kardinal Offishall,Akon,,,4:06,74.0,4NOZ35Dhucr6UlVyLOtktd
2008,30,Tattoo,Jordin Sparks,,,,3:53,56.0,3Ui2jdyxbZQrZohfM0NOgG
2008,31,See You Again,Miley Cyrus,,,,3:10,66.0,3AjyOYxBv8bByfBtG5o9dP
2008,32,Shake It,Metro Station,,,,2:59,65.0,5619Ojc6t9evEEs3B7Drhe
2008,33,Stop And Stare,OneRepublic,,,,3:43,58.0,48s0QHJgmiNsth3WEO6U4M
2008,34,Take You There,Sean Kingston,,,,3:56,62.0,6AdLyvisRKHLAwARaZMGr6
2008,35,Paper Planes,M.I.A.,,,,3:25,79.0,1ixbwbeBi5ufN4noUKmW5a
2008,36,Hot N Cold,Katy Perry,,,,3:40,70.0,1y4eb6hmAvsqlDOl3fx9kk
2008,37,Live Your Life,T.I.,Rihanna,,,5:38,73.0,3jlbL2OTD5YmIunYzgQTAN
2008,38,Bust It Baby Part 2,Plies,,,,3:50,5.0,4pkyUUoPFqsZHtWe6nkEG0
2008,39,American Boy,Estelle,Kanye West,,,4:44,77.0,6etwirSInfuJrSOlogS6Sh
2008,40,Got Money,Lil Wayne,T-Pain,,,4:04,53.0,46lIt6GmL0VkkbuUyGDbCs
2008,41,Our Song,Taylor Swift,,,,3:21,66.0,15DeqWWQB4dcEWzJg15VrN
2008,42,Damaged,Danity Kane,,,,4:04,55.0,4yHFxB8kzzeuNvoouR8N0N
2008,43,A Milli,Lil Wayne,,,,3:41,66.0,6ScJMrlpiLfZUGtWp4QIVt
2008,44,Sorry,Buckcherry,,,,3:46,57.0,7qpDqr5TxcTlOHG0k7moGt
